id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
247543,"Independent studio, top location",1297488,Petra,,Cuauhtémoc,19.43516,-99.13806,Private room,575,3,80,2020-02-24,0.80,3,110
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,Cuauhtémoc,19.41328,-99.15513,Private room,326,5,16,2017-09-30,0.16,3,0
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,,Miguel Hidalgo,19.40631,-99.18691,Entire home/apt,1054,2,260,2020-02-12,2.60,4,258
261897,Charming 1BR flat in Roma/Condesa,1373924,Eric,,Cuauhtémoc,19.41835,-99.17363,Entire home/apt,1188,2,348,2020-02-11,3.50,1,41
271048,Great location in Mexico City!,1417206,Ma. Carmen,,Miguel Hidalgo,19.42686,-99.17838,Entire home/apt,1667,5,13,2018-02-01,0.13,1,362
276504,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38258,-99.12736,Entire home/apt,1916,7,0,,,1,365
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41125,-99.17634,Hotel room,3257,1,7,2019-10-05,0.11,10,349
287940,Furnished lovely cozy studio,1497087,Penelope,,Cuauhtémoc,19.41247,-99.17485,Entire home/apt,958,1,287,2020-02-12,3.60,10,297
291804,A nice room with great location,1511568,Luis Ernesto,,Benito Juárez,19.36294,-99.15415,Private room,575,2,0,,,1,365
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,,Cuauhtémoc,19.43327,-99.14527,Entire home/apt,1820,3,120,2019-11-03,1.25,1,301
312773,Perfect parkfront apt full of light,1608293,Mariel,,Benito Juárez,19.40042,-99.14807,Entire home/apt,1341,3,35,2015-07-14,0.36,1,61
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.4157,-99.17747,Entire home/apt,920,2,176,2019-07-20,1.83,2,258
324769,2Room new apartment in modern complex,1661848,David,,Miguel Hidalgo,19.45809,-99.19258,Entire home/apt,575,2,35,2019-07-28,0.43,1,0
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,383,2,187,2020-02-19,2.20,2,112
326475,Room in contemporary chic apartment- Top location,1670032,Isabel,,Cuauhtémoc,19.41297,-99.15735,Private room,786,2,92,2020-02-23,1.56,2,61
326865,"Tlalpan, Zona de Hospitales",1671446,Eugenia,,Tlalpan,19.28581,-99.16064,Private room,268,3,30,2019-11-30,0.51,4,333
326885,2 rooms in shared area.,1671446,Eugenia,,Tlalpan,19.28654,-99.16113,Private room,268,3,20,2019-10-25,0.24,4,304
329532,Stay at a meditation center,1681966,Ra Fa El -- Nahui Cuauhtli,,Cuauhtémoc,19.41007,-99.13434,Private room,383,22,0,,,3,358
329776,Habitación Verde.,1683373,Miguel,,Tlalpan,19.27428,-99.1781,Private room,383,2,15,2019-05-31,0.48,5,301
331030,Rento recámara en planta baja  en Coyoacán centro,1688597,Emma,,Coyoacán,19.34593,-99.1595,Private room,805,1,0,,,1,364
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,,Cuauhtémoc,19.41942,-99.17373,Entire home/apt,1475,3,334,2020-02-17,3.45,1,301
341479,"modern,styled appt!",1732353,Karen,,Benito Juárez,19.37923,-99.18833,Entire home/apt,517,1,0,,,1,0
347754,Great Place to stay,1762542,Rosario,,Coyoacán,19.35179,-99.14956,Private room,766,1,0,,,1,365
350079,beautiful furnished room Rome area,1773936,Elizabeth,,Cuauhtémoc,19.40421,-99.16553,Private room,1054,5,0,,,1,365
357324,Recámara luminosa y jardín,1808252,Sara,,Miguel Hidalgo,19.40215,-99.24135,Private room,1916,1,0,,,1,365
358441,Includes All Services,1814320,Francisco,,Benito Juárez,19.38542,-99.19003,Entire home/apt,1533,7,0,,,1,87
362583,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,,Cuauhtémoc,19.42947,-99.17083,Entire home/apt,1303,2,18,2020-01-03,0.21,1,214
370092,Condesa Roma WTC Studio Parking,618769,Ricardo,,Cuauhtémoc,19.40179,-99.17009,Entire home/apt,651,1,286,2020-02-09,2.97,3,348
375032,DISTRITO CONDESA B&B  relax enjoy,1886913,Distrito Condesa,,Cuauhtémoc,19.40746,-99.17482,Private room,1341,1,45,2020-01-30,0.48,10,362
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,,Azcapotzalco,19.45803,-99.17289,Private room,709,1,0,,,1,365
382904,Cute Sofa Bed in South Mexico City,1915348,Lucrecia,,Benito Juárez,19.36905,-99.18303,Shared room,958,1,0,,,1,365
386265,"Room in colonial, green, enjoyable COYOACAN",1933252,Esther,,Coyoacán,19.34303,-99.15425,Private room,249,3,9,2020-01-21,0.13,2,354
394589,"1 BDR ap in Ciudad de México "" STUDIO YEE "" - 1",931849,Carlos,,Cuauhtémoc,19.42499,-99.17479,Private room,326,28,22,2019-10-15,0.53,3,355
395446,Colorfull  Mid-Century inspired apartment.,899360,Julian,,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,1973,3,12,2016-10-20,0.13,6,1
397408,wonderfully located apartment,1964369,Ana,,Miguel Hidalgo,19.43858,-99.21286,Entire home/apt,920,2,159,2020-02-21,1.69,1,360
400047,Incredible apartment in Condesa,1905087,Constanza,,Cuauhtémoc,19.41489,-99.169,Entire home/apt,1437,1,8,2019-02-26,0.14,1,0
422159,"Nice Studio, 50 mts of terrace.",2099653,Antonio,,Benito Juárez,19.38942,-99.1358,Private room,422,3,8,2019-11-03,0.31,5,301
433876,Comfy & Spacious Room in Mexico City,2142017,Itzel & Maribel,,Iztapalapa,19.35654,-99.0803,Private room,268,2,40,2020-01-31,0.43,1,341
454077,Explore the City's Historic Center,2256144,Fernanda,,Cuauhtémoc,19.42577,-99.13721,Private room,479,1,2,2017-09-16,0.03,1,365
454693,"Condesa, ideal location apartment",1601561,Sylvia Eugenia,,Cuauhtémoc,19.40618,-99.17342,Entire home/apt,1150,1,218,2020-02-06,2.35,1,342
456242,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33021,-99.21677,Private room,766,3,2,2015-07-08,0.03,2,362
456409,habitación privada cerca de polanco,2269083,Alondra,,Miguel Hidalgo,19.44338,-99.18841,Private room,192,2,44,2017-03-20,0.47,5,331
456461,Lit room with balcony new Polanco,2269083,Alondra,,Miguel Hidalgo,19.44496,-99.18658,Shared room,326,2,61,2016-01-08,0.65,5,146
457700,Studio Chapultepec Mexico City,2275010,Mariana,,Miguel Hidalgo,19.41471,-99.18563,Private room,958,3,4,2018-12-14,0.16,1,362
458808,Departamento de 1 dormitorio,2281290,Suites,,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,766,7,8,2020-01-06,0.15,30,341
480752,Great views and spacious apartment in Condesa,1921943,Jeppe,,Cuauhtémoc,19.41766,-99.1764,Entire home/apt,1686,2,179,2020-02-15,2.06,1,4
486913,Estudio céntrico en San Rafael/5 calles de Reforma,2409917,Darío,,Cuauhtémoc,19.438,-99.162,Entire home/apt,594,2,21,2020-02-24,0.22,3,349
489774,Luxury Apt. Plaza Carso Polanco,2415111,Max,,Miguel Hidalgo,19.4435,-99.20307,Entire home/apt,2108,4,43,2019-10-24,0.76,3,359
491412,Luxury Room for rent in Mexico City,2428947,Esther,,Miguel Hidalgo,19.38875,-99.24067,Private room,1207,1,0,,,1,180
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,Cuauhtémoc,19.4345,-99.13877,Entire home/apt,4215,3,23,2019-12-08,0.25,3,106
517503,Nice big room near airport,2547499,Irma,,Venustiano Carranza,19.43852,-99.08118,Private room,556,1,106,2020-02-01,4.59,2,361
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,,Álvaro Obregón,19.38751,-99.22409,Private room,479,2,0,,,1,87
527473,Roma Condesa Espectacular Home,158585,Fernando,,Cuauhtémoc,19.41848,-99.17195,Entire home/apt,2472,1,159,2020-02-08,1.73,9,324
555663,Great Apartment w/Balcony & Excellent Location!,2732644,Paola,,Cuauhtémoc,19.42924,-99.15699,Entire home/apt,1705,1,24,2020-01-09,0.42,1,359
567176,Un descanso en CDMX,2336127,Ana Karen,,Cuauhtémoc,19.4545,-99.15792,Private room,192,7,24,2020-01-18,0.43,1,342
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41131,-99.1769,Hotel room,3008,1,1,2019-02-08,0.08,10,335
579534,"""Frida"" beautiful Private Room ",1326107,Jacqueline,,Cuauhtémoc,19.41484,-99.15613,Private room,402,5,8,2017-03-02,0.10,3,0
583039,"BALCONY INCREDIBLE VIEWS, AC, Tour Guide, Lap Pool",2872228,Bruce,,Cuauhtémoc,19.43374,-99.14616,Entire home/apt,1648,3,46,2020-02-05,0.52,19,234
587677,Great room with nice terrace 15 min to Santa Fe,1969754,Luigui,,Álvaro Obregón,19.34365,-99.22526,Private room,671,1,0,,,1,0
607833,Apartment close to the Basílica.,1849414,Omar,,Gustavo A. Madero,19.48311,-99.11389,Private room,383,3,6,2016-06-01,0.08,1,87
608312,Trendy Condesa nice room for rent..,1969996,Gloria,,Cuauhtémoc,19.40716,-99.17694,Private room,1111,2,28,2018-06-22,0.32,5,301
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,1954,3,177,2020-02-24,1.92,1,0
617137,Apt near Mexico City's downtown,3059169,Andoni,,Cuauhtémoc,19.44722,-99.16065,Shared room,1916,1,0,,,1,365
618711,Mini hostel double bed girls,2269083,Alondra,,Miguel Hidalgo,19.44566,-99.18688,Shared room,192,2,60,2019-04-09,0.66,5,146
628081,"Sunny comfy flat,great location!",2991302,Laura,,Cuauhtémoc,19.41789,-99.17209,Entire home/apt,1648,3,226,2020-01-19,2.57,1,129
635324,Lovely studio in colonial San Angel,264422,Regina & Romain,,Álvaro Obregón,19.35323,-99.19343,Entire home/apt,766,2,146,2020-02-13,1.66,2,357
640803,"Juan O'Gorman House - Studio, ",3200155,Paulina,,Álvaro Obregón,19.35002,-99.19902,Entire home/apt,6285,4,22,2017-05-19,0.24,2,362
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.4143,-99.18042,Entire home/apt,7645,2,88,2020-02-10,1.01,2,150
654040,Private room in nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44232,-99.18332,Private room,556,3,1,2016-08-03,0.02,2,301
654106,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44216,-99.18382,Private room,556,5,1,2013-12-21,0.01,2,301
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,Carlos,,Venustiano Carranza,19.41451,-99.11776,Entire home/apt,766,2,60,2020-02-10,0.66,1,358
691019,Modern Complex in Historic District⭐️,3531879,Gonzalo & Sandra,,Cuauhtémoc,19.43048,-99.14461,Entire home/apt,1590,2,243,2020-02-18,2.69,3,274
696031,Simple y Práctico a 2 cuadras de Polanco,3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,996,15,143,2019-09-08,1.64,3,270
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1494,24,35,2019-02-09,0.39,3,271
697933,The Suites of Villa Mural; The Fantastic Suite S1,519159,Jorge & Monnah,,Miguel Hidalgo,19.40186,-99.18326,Entire home/apt,939,4,34,2018-08-12,0.39,12,32
704761,The Suites of Villa Mural; The Amazing Suite S3,519159,Jorge & Monnah,,Miguel Hidalgo,19.4019,-99.18309,Entire home/apt,939,4,29,2018-08-12,0.32,12,32
704779,"SECURE BEST LOCATION City Center, Tours. Lap Pool",2872228,Bruce,,Cuauhtémoc,19.43103,-99.14661,Entire home/apt,1169,3,15,2020-02-12,0.19,19,240
712611,New Home sweet Home Roma/Condesa,3648353,Eduardo,,Cuauhtémoc,19.41031,-99.16434,Entire home/apt,1245,3,167,2020-01-30,1.92,1,45
714392,Suite en Polanco con encanto :D,3477536,Claudia,,Miguel Hidalgo,19.43648,-99.18578,Entire home/apt,651,3,70,2019-09-30,0.79,1,331
717874,bachelor for rent,3701050,Jorge Mario,,Cuauhtémoc,19.4117,-99.17821,Private room,1341,1,0,,,1,365
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44371,-99.14442,Entire home/apt,3238,1,99,2019-01-16,1.11,6,360
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.41374,-99.16664,Entire home/apt,1724,1,266,2020-01-28,3.04,17,340
736107,Best Location at La Roma-Condesa,3800330,Yas,,Cuauhtémoc,19.42397,-99.15571,Entire home/apt,1111,3,253,2019-09-11,3.40,1,2
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Hotel room,1054,3,19,2019-12-29,0.22,10,355
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1054,5,6,2017-12-21,0.07,10,301
741564,A great place to be. ONE,3881522,Misantla,,Cuauhtémoc,19.40574,-99.15776,Private room,345,4,82,2018-03-18,0.95,3,1
741663,Beautiful full furnished apartmente,3882003,Vera,,Cuajimalpa de Morelos,19.36561,-99.27728,Entire home/apt,1150,360,0,,,1,365
757338,"5 rooms common areas, private residence",3991683,Leonora,,Coyoacán,19.34424,-99.16949,Hotel room,3161,3,32,2020-01-01,0.37,6,352
758602,In the best location in Mexico,3996052,Ivonne,,Benito Juárez,19.37498,-99.18241,Private room,709,1,0,,,1,362
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40975,-99.1621,Private room,766,1,5,2016-01-30,0.06,1,363
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,,Coyoacán,19.34604,-99.15938,Entire home/apt,862,3,12,2018-11-19,0.15,5,336
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33166,-99.21412,Private room,575,1,1,2015-06-26,0.02,2,365
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35213,-99.28565,Private room,345,2,27,2019-11-30,0.38,2,363
783609,Apartment 3 blocks from Bellas Arte,4131894,Francisco Fidel,,Cuauhtémoc,19.43345,-99.13883,Entire home/apt,1801,3,73,2020-02-11,2.64,1,350
783919,Park views - Santa Fe’s unique,4133627,Ever,,Cuajimalpa de Morelos,19.3602,-99.27062,Entire home/apt,1897,20,29,2018-08-03,0.33,3,364
784107,Lovely  bedroom in Roma-Condesa,3126571,Andrea,,Cuauhtémoc,19.41678,-99.17071,Private room,402,2,58,2020-02-12,0.73,2,70
796477,Classic but Modern Apartment,4195771,Jair,,Cuauhtémoc,19.41633,-99.17505,Private room,441,2,136,2019-11-14,2.15,1,234
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1092,4,47,2020-01-31,0.59,1,365
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,901,4,46,2019-11-07,0.58,6,331
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,805,3,18,2019-05-11,0.23,6,270
826760,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,996,4,16,2020-02-01,0.19,6,251
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34277,-99.15553,Entire home/apt,1437,1,25,2018-05-21,0.60,1,286
832805,Casa Indigo in the Center Mex City 10-29 Persons,3777702,Abraham,,Cuauhtémoc,19.44286,-99.14719,Entire home/apt,3238,1,122,2019-12-27,1.40,6,357
840176,department only men share,2828190,Alejandro,,Miguel Hidalgo,19.41007,-99.19358,Private room,307,1,0,,,3,365
844818,Well located on calm neighborhood,4410326,Fernando,,Benito Juárez,19.38265,-99.18203,Private room,460,2,8,2019-11-24,0.09,1,269
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,,Cuauhtémoc,19.41496,-99.17367,Entire home/apt,3219,3,134,2020-01-02,1.54,2,342
864999,"airy, lovely room in private residence, Girasol",3991683,Leonora,,Coyoacán,19.34392,-99.16939,Private room,479,3,20,2020-02-06,0.25,6,359
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.43078,-99.17011,Hotel room,1054,3,28,2020-02-17,0.33,10,364
865017,"Lovely comfortable room facing garden, Coyoacán",3991683,Leonora,,Coyoacán,19.34434,-99.17107,Private room,498,3,5,2019-08-30,0.06,6,365
865034,"Delightful comfortable garden room, Dalia",3991683,Leonora,,Coyoacán,19.34417,-99.16981,Private room,498,3,3,2014-03-04,0.04,6,364
865045,"Delightful room facing garden oasis, Jacaranda",3991683,Leonora,,Coyoacán,19.34538,-99.17121,Hotel room,556,3,11,2019-08-31,0.13,6,359
865070,"Lovely comfortable room facing garden, Alcatraz",3991683,Leonora,,Coyoacán,19.34562,-99.17087,Hotel room,517,3,7,2020-02-12,0.09,6,362
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43068,-99.17007,Hotel room,958,4,27,2020-01-19,0.40,10,336
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,958,4,11,2019-12-30,0.13,10,301
869063,Business Suite BLACK near Reforma,3850198,Hermann,,Cuauhtémoc,19.43052,-99.17003,Hotel room,958,3,16,2020-02-17,0.32,10,359
883511,Casa Indigo for Big Groups The Center of Mex. City,3777702,Abraham,,Cuauhtémoc,19.44199,-99.14654,Entire home/apt,3238,1,168,2020-02-06,1.95,6,356
896522,"592 ft at Downtown, Mexico City",4647293,Martina,,Cuauhtémoc,19.43644,-99.13434,Entire home/apt,1054,2,172,2020-01-26,2.03,4,332
911088,Se renta habitación en el centro,2875548,Martha,,Cuauhtémoc,19.4245,-99.13802,Private room,1284,1,0,,,1,365
913084,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43982,-99.17104,Entire home/apt,345,1,109,2020-02-23,1.32,4,346
931771,"Room in Mexico City, Coyoacan.",5019262,Bruni,,Coyoacán,19.32667,-99.14259,Private room,268,1,2,2019-07-03,0.25,1,365
939721,Radiant Apartment with Terrace in Roma Norte (1/4),4821807,Alex,,Cuauhtémoc,19.42121,-99.15498,Entire home/apt,1629,3,388,2020-02-08,4.62,6,302
940123,Centro Historico - The Full Studio,3285196,Juan Carlos,,Cuauhtémoc,19.43307,-99.13828,Entire home/apt,1245,2,288,2020-02-10,3.42,6,340
958470,Studio with Bath in Etiopia,5215017,Javier,,Benito Juárez,19.39332,-99.16233,Shared room,24352,1,0,,,1,365
980600,HABITACION CON BAÑO IND AEROPUERTO ,4157866,Fabeli,,Venustiano Carranza,19.41583,-99.08718,Private room,383,1,46,2019-12-01,0.62,2,0
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41612,-99.16015,Entire home/apt,1744,2,327,2020-02-06,3.96,1,310
1001517,Colonial House Downtown Coyoacan,5507751,Arlette And Fernando,,Coyoacán,19.34592,-99.1597,Entire home/apt,2261,2,69,2019-11-04,0.85,3,318
1007174,Private en suite in City house,5540061,Julian,,Cuauhtémoc,19.43817,-99.15466,Private room,766,3,9,2017-10-01,0.11,1,363
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34377,-99.19288,Entire home/apt,5940,7,15,2019-12-02,0.18,1,240
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,307,2,46,2020-02-22,0.60,2,321
1019309,Centrally located CBD Polanco / Pool / 50Mbps-HBO,3151394,Monica,,Miguel Hidalgo,19.44325,-99.20191,Entire home/apt,996,1,65,2020-02-18,0.98,2,195
1022380,Feel the Magic of Mexico City from this Duplex Loft,3285196,Juan Carlos,,Cuauhtémoc,19.43271,-99.13857,Entire home/apt,1782,3,279,2020-02-16,3.34,6,337
1051636,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,,Cuauhtémoc,19.40738,-99.16861,Private room,747,2,23,2018-11-20,0.28,1,364
1056473,Beautiful Apartment CONDESA - ROMA NORTE,403236,Delia,,Cuauhtémoc,19.41775,-99.17713,Entire home/apt,2433,3,167,2020-02-15,4.00,2,0
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Minerva,,Coyoacán,19.35445,-99.16251,Private room,728,2,143,2018-09-22,1.87,5,365
1074844,LOCATION LOCATION!!!  IN THE MIDDLE OF EVERYTHING!,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.43094,-99.16601,Entire home/apt,1820,1,200,2020-02-10,2.40,17,365
1079898,"Tlalpan,Close to TEC, private room.",1671446,Eugenia,,Tlalpan,19.28535,-99.16073,Private room,268,3,25,2019-10-17,0.31,4,332
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30461,-99.18307,Private room,441,1,26,2019-11-29,0.41,1,361
1107463,Studio CONDESA Excellent Location,158585,Fernando,,Cuauhtémoc,19.41305,-99.17672,Private room,805,1,171,2019-10-05,2.09,9,1
1107979,Bedroom for rent,6083480,Juan Carlos,,Iztapalapa,19.3217,-99.09015,Private room,268,1,0,,,1,365
1110514,CONDESA Studio Quiet Street,158585,Fernando,,Cuauhtémoc,19.41362,-99.17602,Private room,671,1,177,2020-02-01,2.16,9,0
1118385,Apartment 5 mins. From AirPort.,6138136,Cristina,,Venustiano Carranza,19.41195,-99.08815,Private room,498,1,88,2019-11-18,1.17,1,343
1125048,Apartment well located in Mexico DF,6171755,Hector,,Benito Juárez,19.37205,-99.16908,Private room,1916,2,0,,,1,365
1129318,The Suites of Villa Mural; The Single's Studio,519159,Jorge & Monnah,,Miguel Hidalgo,19.40317,-99.18311,Entire home/apt,575,28,26,2019-05-05,0.32,12,77
1130658,"Comfort, convenience & security, all in one place",6203086,Jose,,Benito Juárez,19.36763,-99.17944,Entire home/apt,805,3,14,2019-07-23,0.18,3,276
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36687,-99.17906,Private room,345,3,7,2018-08-11,0.14,3,284
1147080,Beautiful and comfortable bedroom ,727250,Shantall,,Tlalpan,19.30171,-99.21581,Private room,345,2,1,2015-09-20,0.02,1,365
1162686,Rento habitacion privada,6359246,José Héctor,,Miguel Hidalgo,19.42916,-99.20185,Private room,2299,1,0,,,1,365
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35051,-99.15265,Entire home/apt,4062,10,6,2017-12-30,0.08,3,116
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41491,-99.15684,Private room,632,3,97,2020-01-27,1.19,1,45
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39174,-99.18851,Private room,402,3,17,2019-04-28,0.23,2,355
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,805,180,50,2018-11-24,0.61,6,364
1208312,"Private Room & Terrace in La Condesa, Mexico City",6598890,Mng,,Cuauhtémoc,19.4042,-99.17312,Private room,977,2,0,,,1,88
1211383,Room & bathroom in great house!,212109,Trisha,,Coyoacán,19.35529,-99.163,Private room,747,5,19,2018-07-07,0.24,3,177
