id,tipo,nombre,categoria,calle_y_numero,colonia,alcaldia,cp
121,Hotel,Hotel Drigales,1 Estrella,Eje Mosqueta 32,Guerrero,Cuauhtémoc,6300
122,Hotel,Apartamentos Amueblados Viga,Sin Clasificar,Calzada de la Viga 423,Viaducto Piedad,Iztacalco,8200
123,Hotel,Hotel Tacuba,2 Estrellas,Golfo de Gabes 72,Tacuba,Miguel Hidalgo,11410
124,Hotel,Hotel Latino,2 Estrellas,Nezahualcóyotl 201,Centro (Área 9),Cuauhtémoc,6090
125,Hotel,Hotel Managua,2 Estrellas,Plaza de San Fernando 11,Guerrero,Cuauhtémoc,6300
126,Hotel,Hotel Habana,2 Estrellas,República de Cuba 77,Centro (Área 2),Cuauhtémoc,6010
127,Hotel,Hotel Lira,Sin Clasificar,Gobernador José Ceballos 70,San Miguel Chapultepec I sección,Miguel Hidalgo,11850
128,Hotel,Hotel Barreda,1 Estrella,Gabino Barreda 33,San Rafael,Cuauhtémoc,6470
129,Hotel,Hotel Polimpo,2 Estrellas,Petróleos Mexicanos 90,Petrolera,Azcapotzalco,2480
130,Hotel,Hotel Beethoven,2 Estrellas,Beethoven 219,Peralvillo,Cuauhtémoc,6220
131,Hotel,Hotel Cima,2 Estrellas,Alfonso Ceballos 12,Moctezuma,Venustiano Carranza,15500
132,Hotel,Hotel Normandie,3 Estrellas,Virginia Fábregas 14,San Rafael,Cuauhtémoc,6470
133,Hotel,Hotel Tres Colonias,1 Estrella,Ribera de San Cosme 132,San Rafael,Cuauhtémoc,6470
134,Hotel,Gran Hotel Texas,2 Estrellas,Ignacio Mariscal 129,Tabacalera,Cuauhtémoc,6030
135,Hotel,Hotel Gilbert,2 Estrellas,Amado Nervo 37,Santa María la Ribera,Cuauhtémoc,6400
136,Hotel,Hotel Boston,Sin Clasificar,República de Brasil 113,Morelos,Cuauhtémoc,6200
137,Hotel,Hotel Ándes,2 Estrellas,Strauss 77,Vallejo,Gustavo A. Madero,7870
138,Hotel,Hotel Minero Napoleón,Sin Clasificar,Monte Albán 71,Narvarte Poniente,Benito Juárez,3020
139,Hotel,Hotel Bahía,1 Estrella,Mar Irlanda 2,Anáhuac,Miguel Hidalgo,11320
140,Hotel,Hotel Manolo I,3 Estrellas,Luis Moya 111,Centro (Área 7),Cuauhtémoc,6070
141,Hotel,Hotel Nuevo Laredo,3 Estrellas,Avenida Albeniz 125,Vallejo,Gustavo A. Madero,7870
142,Hotel,Hotel Ciudad Real,2 Estrellas,16 de Septiembre 26,Centro de Azcapotzalco,Azcapotzalco,2000
143,Hotel,Hotel San Lucas,3 Estrellas,Plaza de San Lucas 6,Centro (Área 9),Cuauhtémoc,6090
144,Hotel,Hotel Playa Internacional,3 Estrellas,Nezahualcóyotl 52,Centro (Área 8),Cuauhtémoc,6080
145,Hotel,Nuevo Hotel Tijuana,4 Estrellas,Ramos Millán 9,Niños Héroes,Benito Juárez,3440
146,Hotel,Hotel Oasis,1 Estrella,Calzada Ignacio Zaragoza 3887,Santa Martha Acatitla,Iztapalapa,9510
147,Hotel,Amueblados Illinois,Sin Clasificar,Illinois 67,Ciudad de los Deportes,Benito Juárez,3710
148,Hotel,Hotel Morelos,2 Estrellas,General Francisco Arce 14,Juan Escutia,Iztapalapa,9100
149,Hotel,Hotel Cuba,3 Estrellas,República de Cuba 69,Centro (Área 2),Cuauhtémoc,6010
150,Hotel,Hotel Marconi,Sin Clasificar,Héroes 8 Bis,Guerrero,Cuauhtémoc,6300
151,Hotel,Hotel Niza,2 Estrellas,Mesones 61,Centro (Área 8),Cuauhtémoc,6080
152,Hotel,Hotel Agua Caliente,Sin Clasificar,Calzada Ignacio Zaragoza 846,Agrícola Pantitlán,Iztacalco,8100
153,Hotel,Motel Porto Sol,4 Estrellas,Eje 5 Sur 72,Paseos de Churubusco,Iztapalapa,9030
154,Hotel,Hostel Home,Sin Clasificar,Tabasco 303,Roma Norte,Cuauhtémoc,6700
155,Hotel,Hotel Pasadena Drive Inn,4 Estrellas,Avenida Revolución 826,Mixcoac,Benito Juárez,3910
156,Hotel,Casa de Huéspedes,Sin Clasificar,Mar de Java 45,Popotla,Miguel Hidalgo,11400
157,Hotel,Hotel Guadalajara,2 Estrellas,Rayón 54,Morelos,Cuauhtémoc,6200
158,Hotel,Suites Marne,3 Estrellas,Río Marne 12,Cuauhtémoc,Cuauhtémoc,6500
159,Hotel,Hotel Motel Misión Macen,3 Estrellas,Prolongación División del Norte 4931,San Lorenzo la Cebada,Xochimilco,16018
160,Hotel,Hotel Novotel México Santa Fe,4 Estrellas,Antonio Dovali Jaime 75,Santa Fe,Álvaro Obregón,1210
161,Hotel,Hotel La Luna,3 Estrellas,Calzada de Tlalpan 4383,San Lorenzo Huipulco,Tlalpan,14370
162,Hotel,Hotel & Villas Franklin,4 Estrellas,Benjamín Franklin 76,Escandón I sección,Miguel Hidalgo,11800
163,Hotel,City Express Suites Anzures,5 Estrellas,Leibnitz 120,Nueva Anzures,Miguel Hidalgo,11590
164,Hotel,Hotel Suites Reforma,5 Estrellas,Paseo de la Reforma 374,Juárez,Cuauhtémoc,6600
165,Hotel,Grand Chapultepec Residencial,5 Estrellas,Río Atoyac 89,Cuauhtémoc,Cuauhtémoc,6500
166,Hotel,Hotel Condesa DF,5 Estrellas,Avenida Veracruz 102,Condesa,Cuauhtémoc,6700
167,Hotel,Hostal Amigo,Sin Clasificar,Isabel la Católica 61-A,Centro (Área 1),Cuauhtémoc,6000
168,Hotel,Villas Princess Hotel,5 Estrellas,Viaducto Río de la Piedad 367,La Cruz,Iztacalco,8310
169,Hotel,Greene's Tours Suite,Sin Clasificar,Segunda cerrada de San Angel Inn 20,San Ángel Inn,Álvaro Obregón,1060
170,Hotel,Le Meridien México City,5 Estrellas,Paseo de la Reforma 69,Tabacalera,Cuauhtémoc,6030
171,Hotel,Hostel Zona Rosa,Sin Clasificar,Cerrada de Hamburgo 3,Juárez,Cuauhtémoc,6600
172,Hotel,Hotel Avilla Suites,3 Estrellas,Sombrereros 9,Tabacalera,Cuauhtémoc,6030
173,Hotel,City Express Plus Reforma El Ángel,4 Estrellas,Paseo de la Reforma 334,Juárez,Cuauhtémoc,6600
174,Hotel,NH Collection Santa Fe,4 Estrellas,Juan Salvador Agraz 44,Lomas de Vista Hermosa,Cuajimalpa de Morelos,5110
175,Hotel,Hostal Regina,Sin Clasificar,5 de Febrero 53,Centro (Área 9),Cuauhtémoc,6090
176,Hotel,Holiday Inn Express México Santa Fe,4 Estrellas,Guillermo González Camarena 1400,Santa Fe,Álvaro Obregón,1210
177,Hotel,México City Hostel,Sin Clasificar,República de Brasil 8,Centro (Área 2),Cuauhtémoc,6010
178,Hotel,Wyndham Garden México City Polanco,4 Estrellas,León Tolstoi 22,Nueva Anzures,Miguel Hidalgo,11590
179,Hotel,Courtyard By Marriott México City Airport,4 Estrellas,Sinaloa 31,Peñón de los Baños,Venustiano Carranza,15520
180,Hotel,Hotel Downtown,3 Estrellas,Isabel la Católica 30,Centro (Área 1),Cuauhtémoc,6000
181,Hotel,Aztic Hotel y Suites Ejecutivas,3 Estrellas,Camino al Ajusco 124 penthouse,Jardines en la Montaña,Tlalpan,14210
182,Hotel,México City Hostel Suites,Sin Clasificar,República de Brasil 11,Centro (Área 3),Cuauhtémoc,6020
183,Hotel,Hotel Amigo Zócalo,3 Estrellas,Moneda 8,Centro (Área 3),Cuauhtémoc,6020
184,Hotel,Hotel Stadia Suites Santa Fe,5 Estrellas,Juan Salvador Agraz 60,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,5348
185,Hotel,Casa San Ildefonso,Sin Clasificar,San Ildefonso 38,Centro (Área 3),Cuauhtémoc,6020
186,Hotel,La Valise Hotel,5 Estrellas,Tonalá 53,Roma Norte,Cuauhtémoc,6700
187,Hotel,Hotel Carlota,4 Estrellas,Río Amazonas 73,Cuauhtémoc,Cuauhtémoc,6500
188,Hotel,Hotel Macao,1 Estrella,Eje central Lázaro Cárdenas 56,Centro (Área 8),Cuauhtémoc,6080
189,Hotel,Hotel Waikiki,1 Estrella,Simón Bolívar 303,Obrera,Cuauhtémoc,6080
190,Hotel,MOTEL QUINTA MARGARITA S.A. DE C.V.,2 Estrellas,Calzada Ermita Iztapalapa 1542 F,San Miguel,Iztapalapa,9699
191,Hotel,Motel Quinta Bugambilias S.A. de C.V.,2 Estrellas,Calzada de la Viga 185,Paulino Navarro,Cuauhtémoc,6870
192,Hotel,One Ciudad de México Periférico Sur,3 Estrellas,Periférico Sur 5530,Pedregal de Carrasco,Coyoacán,4700
193,Hotel,Hotel El Parque México,5 Estrellas,Avenida México 133,Hipódromo,Cuauhtémoc,6100
194,Hotel,Villa Condesa,5 Estrellas,Colima 428,Roma Norte,Cuauhtémoc,6700
195,Hotel,DoubleTree by Hilton México City Santa Fe,5 Estrellas,Calle 3 55,Lomas de Santa Fe,Álvaro Obregón,1219
196,Hotel,Fiesta Inn Insurgentes Sur,4 Estrellas,Mercaderes 20,San José Insurgentes,Benito Juárez,3900
197,Hotel,Suites Georgio,4 Estrellas,Río Lerma 166,Cuauhtémoc,Cuauhtémoc,6500
198,Hotel,Suites Capri Sevilla,4 Estrellas,Sevilla 34,Juárez,Cuauhtémoc,6600
199,Hotel,Hotel Histórico Central,4 Estrellas,Simón Bolívar 28,Centro (Área 1),Cuauhtémoc,6000
200,Hotel,City Express Plus Periférico Sur Tlalpan,4 Estrellas,Boulevard Adolfo Ruíz Cortines 4860,Guadalupe,Tlalpan,14388
201,Hotel,Casa En Reforma,3 Estrellas,Amado Nervo 73,Santa María la Ribera,Cuauhtémoc,6400
202,Hotel,Suites Capri Polanco,3 Estrellas,Francisco Petrarca 118,Polanco V sección,Miguel Hidalgo,11570
203,Hotel,Block Suites,3 Estrellas,Avenida Chapultepec 346,Roma Norte,Cuauhtémoc,6700
204,Hotel,Casa de Huéspedes Amueblados Amado Nervo,Sin Clasificar,Amado Nervo 73,Santa María la Ribera,Cuauhtémoc,6400
205,Hotel,Four Seasons Hotel México D. F.,5 Estrellas,Paseo de la Reforma 500,Juárez,Cuauhtémoc,6600
206,Hotel,Radisson Paraíso Hotel México D.F.,5 Estrellas,Cúspide 53,Parque del Pedregal,Tlalpan,14010
207,Hotel,Hotel Camino Real Aeropuerto,5 Estrellas,Fundidora de Monterrey 89,Peñón de los Baños,Venustiano Carranza,15520
208,Hotel,Hilton México City Reforma,5 Estrellas,Avenida Juárez 70,Centro (Área 2),Cuauhtémoc,6010
209,Hotel,Stara Hamburgo,5 Estrellas,Hamburgo 32,Juárez,Cuauhtémoc,6600
210,Hotel,Fiesta Inn Forum Buenavista,4 Estrellas,Eje Mosqueta 259,Buenavista,Cuauhtémoc,6350
211,Hotel,City Express CDMX La Villa,4 Estrellas,Calzada de Guadalupe 236,Vallejo,Gustavo A. Madero,7870
212,Hotel,Domingo Santo Hotel Boutique,3 Estrellas,Calle Republica de Cuba 96,Centro Histórico,Cuauhtémoc,6000
213,Hotel,"Umbral, Curio Collection by Hilton",5 Estrellas,Calle Venustiano Carranza 69,Centro Histórico,Cuauhtémoc,6000
214,,City Centro Ciudad de México,4 Estrellas,República de Uruguay 45,Centro Histórico,Cuauhtémoc,6000
215,Hotel,Hotel NH Collection México City Reforma,4 Estrellas,Liverpool 155,Juárez,Cuauhtémoc,6600
216,Hotel,Hotel El Salvador,3 Estrellas,República de El Salvador 16,Centro (Área 8),Cuauhtémoc,6080
217,Hotel,Hotel María Cristina,4 Estrellas,Río Lerma 31,Cuauhtémoc,Cuauhtémoc,6500
218,Hotel,Hotel Plaza Florencia,4 Estrellas,Florencia 61,Juárez,Cuauhtémoc,6600
219,Hotel,Hotel Holiday Inn & Suites México Zona Rosa,5 Estrellas,Londres 15,Juárez,Cuauhtémoc,6600
220,Hotel,Posada Viena Hotel,4 Estrellas,Marsella 28,Juárez,Cuauhtémoc,6600
221,Hotel,Hotel Imperial Reforma,5 Estrellas,Paseo de la Reforma 64,Juárez,Cuauhtémoc,6600
222,Hotel,Hotel Marquis Reforma,5 Estrellas,Paseo de la Reforma 465,Cuauhtémoc,Cuauhtémoc,6500
223,Hotel,Hotel Mallorca,3 Estrellas,Serapio Rendón 119,San Rafael,Cuauhtémoc,6470
224,Hotel,City Express Junior Ciudad de México Sullivan,4 Estrellas,Sullivan 35,San Rafael,Cuauhtémoc,6470
225,Hotel,Apartamentos Madrid Once,Sin Clasificar,Madrid 11,Tabacalera,Cuauhtémoc,6030
226,Hotel,Hotel Uxmal,3 Estrellas,Madrid 13,Tabacalera,Cuauhtémoc,6030
227,Hotel,Hotel Plaza Madrid,4 Estrellas,Madrid 15,Tabacalera,Cuauhtémoc,6030
228,Hotel,Hotel Congreso,1 Estrella,Allende 18,Centro (Área 2),Cuauhtémoc,6010
229,Hotel,Hotel Rioja,2 Estrellas,5 de Mayo 45,Centro (Área 1),Cuauhtémoc,6000
230,Hotel,Hotel Canadá,3 Estrellas,5 de Mayo 47,Centro (Área 1),Cuauhtémoc,6000
231,Hotel,Hotel Majestic Best Western,4 Estrellas,Francisco I. Madero 73,Centro (Área 1),Cuauhtémoc,6000
232,Hotel,Hotel Isabel,2 Estrellas,Isabel la Católica 63,Centro (Área 1),Cuauhtémoc,6000
233,Hotel,Hotel Corinto,4 Estrellas,Vallarta 24,Tabacalera,Cuauhtémoc,6030
234,Hotel,Hotel Puebla,3 Estrellas,Puebla 36,Roma Norte,Cuauhtémoc,6700
235,Hotel,Hotel MX Roma,3 Estrellas,Mérida 81,Roma Norte,Cuauhtémoc,6700
236,Hotel,Hotel Milán,3 Estrellas,Avenida Álvaro Obregón 94,Roma Norte,Cuauhtémoc,6700
237,Hotel,Hotel Regina,Sin Clasificar,Regina 133,Centro (Área 2),Cuauhtémoc,6010
238,Hotel,Hotel Capital O Monarca,3 Estrellas,Avenida Álvaro Obregón 32 B,Roma Norte,Cuauhtémoc,6700
239,Hotel,Hotel Segovia Regency,4 Estrellas,Avenida Chapultepec 328,Roma Norte,Cuauhtémoc,6700
240,Hotel,Hotel Estadio,2 Estrellas,Chiapas 5,Roma Norte,Cuauhtémoc,6700
241,Hotel,Hotel Bajío,1 Estrella,Tonalá 357,Roma Sur,Cuauhtémoc,6760
242,Hotel,Hotel Príncipe,3 Estrellas,Viaducto Miguel Alemán 113,Escandón I sección,Miguel Hidalgo,11800
243,Hotel,Hotel Irys Aleph,3 Estrellas,Avenida Insurgentes Centro 96,Tabacalera,Cuauhtémoc,6500
244,Hotel,Hotel Ermita,2 Estrellas,Avenida Revolución 102,Tacubaya,Miguel Hidalgo,11870
245,Hotel,Hotel Lirio,1 Estrella,Tránsito 4,Tacubaya,Miguel Hidalgo,11870
246,Hotel,Hotel Beverly,5 Estrellas,Nueva York 301,Nápoles,Benito Juárez,3810
247,Hotel,Amueblados Minc Centro,3 Estrellas,Pedro Baranda 8,Tabacalera,Cuauhtémoc,6030
248,Hotel,Hotel Mónaco,4 Estrellas,Eje Guerrero 12,Buenavista,Cuauhtémoc,6350
249,Hotel,Holiday Inn México Buenavista,5 Estrellas,Mariano Azuela 12,Santa María la Ribera,Cuauhtémoc,6400
250,Hotel,Hotel Fiesta Inn Aeropuerto,4 Estrellas,Boulevard Puerto Aéreo 502,Moctezuma segunda sección,Venustiano Carranza,15530
251,Hotel,Hotel Amazonas,3 Estrellas,Calzada San Antonio Abad 161,Obrera,Cuauhtémoc,6800
252,Hotel,We México,5 Estrellas,Boulevard Puerto Aéreo 390,Moctezuma segunda sección,Venustiano Carranza,15530
253,Hotel,Hotel Gran Sol,4 Estrellas,Avenida 1 de Mayo 10,Tacubaya,Miguel Hidalgo,11870
254,Hotel,Hotel Arizona,3 Estrellas,Avenida de la República 20,Tabacalera,Cuauhtémoc,6030
255,Hotel,Hotel Lisboa,4 Estrellas,Avenida Cuauhtémoc 273,Roma Norte,Cuauhtémoc,6700
256,Hotel,Hotel Century Zona Rosa,5 Estrellas,Liverpool 152,Juárez,Cuauhtémoc,6600
257,Hotel,Hotel Diligencias,3 Estrellas,Belisario Domínguez 6,Centro (Área 1),Cuauhtémoc,6000
258,Hotel,Hotel Las Américas,3 Estrellas,Magnolia 61,Guerrero,Cuauhtémoc,6300
259,Hotel,Suites Havre,2 Estrellas,Havre 74,Juárez,Cuauhtémoc,6600
260,Hotel,Hotel Cervantes,1 Estrella,Coahuila 25,Roma Norte,Cuauhtémoc,6700
261,Hotel,Hotel La Marina,2 Estrellas,Allende 30,Centro (Área 2),Cuauhtémoc,6010
262,Hotel,Hotel Oxford,2 Estrellas,Ignacio Mariscal 67,Tabacalera,Cuauhtémoc,6030
263,Hotel,Hotel Cónsul,1 Estrella,Avenida Insurgentes Centro 133,San Rafael,Cuauhtémoc,6470
264,Hotel,Hotel Covadonga,1 Estrella,2 de Abril 40,Guerrero,Cuauhtémoc,6300
265,Hotel,Apartamentos Amueblados Kansas,Sin Clasificar,Kansas 32 interior 7,Nápoles,Benito Juárez,3810
266,Hotel,Hotel Bernal Díaz,1 Estrella,Bernal Díaz del Castillo 19,Guerrero,Cuauhtémoc,6300
267,Hotel,Hotel Portales,2 Estrellas,Suiza 46,Portales Oriente,Benito Juárez,3570
268,Hotel,Hotel Clavería,2 Estrellas,Avenida Cuitlahuac 3101,Obrero Popular,Azcapotzalco,2840
269,Hotel,Hotel Heraldo,1 Estrella,Polo Norte 27,Angel Zimbrón,Azcapotzalco,2099
270,Hotel,Hotel Río,2 Estrellas,Manuel Dublan 31,Tacubaya,Miguel Hidalgo,11870
271,Hotel,Hotel Patria,2 Estrellas,República de El Salvador 137,Centro (Área 9),Cuauhtémoc,6090
272,Hotel,Hotel Kali Ciudadela,3 Estrellas,Revillagigedo 92,Centro (Área 7),Cuauhtémoc,6070
273,Hotel,Hotel Continental Mexicano,2 Estrellas,Callejón San Marcos 20,Centro (Área 6),Cuauhtémoc,6060
274,Hotel,Hotel El Senador,3 Estrellas,Doctor Erazo 33,Doctores,Cuauhtémoc,6720
275,Hotel,Hotel Parador Real,4 Estrellas,Calzada de Tlalpan 1289,Portales Sur,Benito Juárez,3300
276,Hotel,Hotel Turístico Churubusco,3 Estrellas,Calzada de Tlalpan 1737,San Diego Churubusco,Coyoacán,4120
277,Hotel,Hotel Rubí,3 Estrellas,Carretera federal a Cuernavaca 5813,Chimalcoyotl,Tlalpan,14630
278,Hotel,Hotel Caleta,1 Estrella,Juan de Dios Peza 155,Obrera,Cuauhtémoc,6800
279,Hotel,Hotel Tío Sam,1 Estrella,Fernando Ramírez 15,Obrera,Cuauhtémoc,6800
280,Hotel,Hotel Encanto,3 Estrellas,Fernando Ramírez 162,Obrera,Cuauhtémoc,6800
281,Hotel,Hotel Celta,1 Estrella,Lorenzo Boturini 41,Obrera,Cuauhtémoc,6800
282,Hotel,Hotel Titán,1 Estrella,Eje Central Lázaro Cárdenas 132,Obrera,Cuauhtémoc,6800
283,Hotel,Hotel Pánuco,2 Estrellas,Ayuntamiento 148,Centro (Área 4),Cuauhtémoc,6040
284,Hotel,Hotel Tres Marías,1 Estrella,Manuel Gutierrez Nájera 277,Tránsito,Cuauhtémoc,6820
285,Hotel,Hotel Plaza Solís,3 Estrellas,Antonio Solís 101,Obrera,Cuauhtémoc,6800
286,Hotel,Hotel Coloso,1 Estrella,Fernando de Alva Ixtlilxochitl 12 A,Obrera,Cuauhtémoc,6800
287,Hotel,Hotel Cadillac,2 Estrellas,José María Izazaga 35,Centro (Área 8),Cuauhtémoc,6080
288,Hotel,Hotel Turista Las Flores,3 Estrellas,Calzada de Tlalpan 1909,Parque San Andrés,Coyoacán,4040
289,Hotel,Hotel Ex-Hacienda Xaltocan,2 Estrellas,Camino de Nativitas 491 A,Barrio Xaltocan,Xochimilco,16090
290,Hotel,Hotel Astoria,1 Estrella,Zarco 39,Guerrero,Cuauhtémoc,6300
291,Hotel,Hotel Montreal,4 Estrellas,Calzada de Tlalpan 2073,Parque San Andrés,Coyoacán,4040
292,Hotel,Hotel Colins,4 Estrellas,Calzada Ignacio Zaragoza 2498,Santa Martha Acatitla,Iztapalapa,9510
293,Hotel,Hotel Vista Alegre,1 Estrella,Calzada de Guadalupe 594,Industrial,Gustavo A. Madero,7800
294,Hotel,Hotel Universal,1 Estrella,Calzada de Guadalupe 25,Maza,Cuauhtémoc,6270
295,Hotel,Hotel Esla,3 Estrellas,Avenida Talismán 2933,Tres Estrellas,Gustavo A. Madero,7820
296,Hotel,Hotel Álamos,2 Estrellas,Eje Central Lázaro Cárdenas 416,Álamos,Benito Juárez,3400
297,Hotel,Hotel Turismo,2 Estrellas,Delibes 4439,Guadalupe Victoria,Gustavo A. Madero,7790
298,Hotel,Hotel Puente,3 Estrellas,Avenida Cuatro 18,Valentín Gómez Farías,Venustiano Carranza,15010
299,Hotel,Hotel San Antonio,Sin Clasificar,Diagonal San Antonio 1947,Narvarte Poniente,Benito Juárez,3020
300,Hotel,Hotel Necaxa,Sin Clasificar,Carretones 39,Merced Balbuena,Venustiano Carranza,15810
301,Hotel,Hotel Mazatlán,2 Estrellas,Callejón de La Igualdad 29,Centro (Área 8),Cuauhtémoc,6080
302,Hotel,Hotel San Lorenzo,3 Estrellas,Enna 14,San Lorenzo Xicotencatl,Iztapalapa,9130
303,Hotel,Hotel Marqués,3 Estrellas,Cayetano Andrade 51,Santa Martha Acatitla,Iztapalapa,9510
304,Hotel,Hotel Canceleira,4 Estrellas,Calzada Ignacio Zaragoza 2811,Santa Martha Acatitla,Iztapalapa,9510
305,Hotel,Hotel Montecarlo,2 Estrellas,República de Uruguay 69,Centro (Área 1),Cuauhtémoc,6000
306,Hotel,Hotel La Riviera,3 Estrellas,Aldama 9,Guerrero,Cuauhtémoc,6300
307,Hotel,Hotel Mexicali,3 Estrellas,Calzada San Antonio Abad 285,Algarín,Cuauhtémoc,6880
308,Hotel,Hotel La Selva,1 Estrella,Calzada Chabacano 7,Asturias,Cuauhtémoc,6850
309,Hotel,Hotel Jacarandas,3 Estrellas,Avenida Río Consulado 7,Atlampa,Cuauhtémoc,6450
310,Hotel,Hotel Riva Palacio,1 Estrella,Pedro Moreno 14,Guerrero,Cuauhtémoc,6300
311,Hotel,Hotel Villa Hermosa,1 Estrella,Juventino Rosas 20,Ex-Hipódromo de Peralvillo,Cuauhtémoc,6250
312,Hotel,Hotel Piet,Sin Clasificar,Calzada de Guadalupe 152,Ex-Hipódromo de Peralvillo,Cuauhtémoc,6270
313,Hotel,Hotel Río de Janeiro,Sin Clasificar,República de Brasil 45,Centro (Área 3),Cuauhtémoc,6020
314,Hotel,Hotel Del Parque,2 Estrellas,Avenida Presidente Plutarco Elías Calles 882,Barrio San Pedro,Iztacalco,8220
315,Hotel,Hotel Abastos Plaza,4 Estrellas,Avenida Tezontle 133,Doctor Alfonso Ortiz Tirado,Iztapalapa,9020
316,Hotel,Hotel Rossel Plaza,3 Estrellas,Avenida Francisco del Paso y Troncoso 45,Granjas México,Iztacalco,8400
317,Hotel,Motel New,1 Estrella,Paganini 120,Vallejo,Gustavo A. Madero,7870
318,Hotel,Hotel Niza,Sin Clasificar,Mixcalco 14,Centro (Área 3),Cuauhtémoc,6020
319,Hotel,Motel Real La Viga,4 Estrellas,Lorenzo Boturini 372,Lorenzo Boturini,Venustiano Carranza,15820
320,Hotel,Hotel Miño,1 Estrella,Ignacio Zaragoza 25,Buenavista,Cuauhtémoc,6350
321,Hotel,Hotel Ferrol,2 Estrellas,Mina 135,Guerrero,Cuauhtémoc,6300
322,Hotel,Hotel Pisa,3 Estrellas,Avenida Insurgentes Centro 58,Tabacalera,Cuauhtémoc,6030
323,Hotel,Hotel Maga,2 Estrellas,Juan A. Mateos 159,Obrera,Cuauhtémoc,6800
324,Hotel,Hotel Marlyn,1 Estrella,Eje Central Lázaro Cárdenas 47,Doctores,Cuauhtémoc,6720
325,Hotel,Hotel Rosas Moreno,1 Estrella,Rosas Moreno 68 Bis,San Rafael,Cuauhtémoc,6470
326,Hotel,Apartamentos Altamira,1 Estrella,Miguel Ramos Arizpe 28,Tabacalera,Cuauhtémoc,6030
327,Hotel,Hotel Dalje,1 Estrella,Alfredo Chavero 170,Tránsito,Cuauhtémoc,6820
328,Hotel,Hotel Vista Alegre 1,2 Estrellas,Prolongación Zaragoza 33,San Simón Tolnahuac,Cuauhtémoc,6920
329,Hotel,Hotel Embajadores,1 Estrella,Comonfort 18 A,Centro (Área 2),Cuauhtémoc,6010
330,Hotel,Hotel Hidalgo,2 Estrellas,Doctor Barragán 163,Doctores,Cuauhtémoc,6720
331,Hotel,Hotel Polo,2 Estrellas,Doctor García Diego 67,Doctores,Cuauhtémoc,6720
332,Hotel,Hotel Único,2 Estrellas,Escuela Médico Militar 20,Centro (Área 9),Cuauhtémoc,6090
333,Hotel,Apartamentos Amueblados San Antonio,2 Estrellas,Avenida San Antonio 84,Nápoles,Benito Juárez,3810
334,Hotel,Hotel Laredo,Sin Clasificar,República de Perú 72,Centro (Área 2),Cuauhtémoc,6010
335,Hotel,Hotel Geneve,3 Estrellas,Quetzalcóatl 2,Tlaxpana,Miguel Hidalgo,11370
336,Hotel,Hotel Ámbar,3 Estrellas,San Jerónimo 105,Centro (Área 9),Cuauhtémoc,6090
337,Hotel,Hotel La Raza,2 Estrellas,Avenida Insurgentes Norte 788,Santa María Insurgentes,Cuauhtémoc,6430
338,Hotel,Hotel Casa Silencio,2 Estrellas,Calzada de Tlalpan 959,Niños Héroes,Benito Juárez,3440
339,Hotel,Hotel Gracia,3 Estrellas,Calzada de Tlalpan 1221,San Simón Ticumac,Benito Juárez,3660
340,Hotel,Hotel Villa de Madrid,3 Estrellas,Calzada de Guadalupe 195,7 de Noviembre,Gustavo A. Madero,7840
341,Hotel,Hostel Catedral Mundo Joven,Sin Clasificar,República de Guatemala 4,Centro (Área 3),Cuauhtémoc,6020
342,Hotel,Hotel Apatlaco,3 Estrellas,Avenida Río Churubusco 1520,Infonavit Iztacalco,Iztacalco,8900
343,Hotel,Hotel Canadá,Sin Clasificar,Lago Cuitzeo 245,Anáhuac,Miguel Hidalgo,11320
344,Hotel,Hotel Moctezuma,1 Estrella,Moctezuma 138,Guerrero,Cuauhtémoc,6300
345,Hotel,Hotel Modelo,3 Estrellas,Avenida Alfredo Robles Domínguez 46,Vallejo,Gustavo A. Madero,7870
346,Hotel,Hotel Residencia Polanco,5 Estrellas,Newton 272,Polanco V sección,Miguel Hidalgo,11560
347,Hotel,Hotel y Villas Pal,4 Estrellas,Avenida Arcos de Belén 73,Centro (Área 7),Cuauhtémoc,6070
348,Hotel,Hotel Leo,3 Estrellas,Avenida Insurgentes Sur 4267,La Joya,Tlalpan,14090
349,Hotel,Casa de La Condesa,4 Estrellas,Plaza Luis Cabrera 16,Roma Sur,Cuauhtémoc,6760
350,Hotel,Hotel Atlanta,2 Estrellas,Belisario Domínguez 31,Centro (Área 2),Cuauhtémoc,6010
351,Hotel,Hotel Pirámides,Sin Clasificar,José María Rico 632,Del Valle Centro,Benito Juárez,3100
352,Hotel,Hotel Boston Plaza,4 Estrellas,Calzada de Tlalpan 3353,Pueblo de Santa Úrsula Coapa,Coyoacán,4650
353,Hotel,Suites Del Ángel,5 Estrellas,Río Lerma 162,Cuauhtémoc,Cuauhtémoc,6500
354,Hotel,Casa Castelar,Sin Clasificar,Avenida Nuevo León 108,Hipódromo,Cuauhtémoc,6100
355,Hotel,Basic Hotel,4 estrellas,Sullivan 163 bis,San Rafael,Cuauhtémoc,6470
356,Hotel,Hotel Victoria,1 Estrella,Pedro Luis Gazon 4,Guerrero,Cuauhtémoc,6300
357,Hotel,Hotel Fiesta Inn Centro Histórico,4 Estrellas,Avenida Juárez 76,Centro (Área 2),Cuauhtémoc,6010
